brand;model;year;mileage_km;engine_volume;engine_hp;n_owners;transmission;body_type;color;price_rub
BMW;5 Series_M;2019;167061.0;3.6;230.4;4.0;Automatic;Sedan;green;4979010
BMW;5 Series_M;2012;34218.0;2.9;182.7;4.0;Automatic;Sedan;blue;3352482
BMW;X5_M;2015;90777.0;3.0;192.0;4.0;Automatic;SUV;green;4816157
BMW;X5;2013;57696.0;2.7;180.9;4.0;Automatic;SUV;blue;3272732
BMW;7 Series_M;2013;53262.0;3.2;204.8;4.0;Automatic;Sedan;white;3688268
BMW;7 Series_M;2014;69685.0;3.0;198.0;4.0;Automatic;Sedan;blue;3839722
BMW;7 Series;2010;5000.0;3.4;227.8;4.0;Automatic;Sedan;blue;2679233
BMW;X7;2020;174517.0;3.0;198.0;2.0;Automatic;SUV;blue;4736324
BMW;3 Series_M;2018;151468.0;3.5;224.0;4.0;Manual;Sedan;blue;4774249
BMW;7 Series_M;2014;73294.0;3.3;217.8;4.0;Automatic;Sedan;green;3942684
BMW;5 Series_M;2013;54983.0;3.4;214.2;4.0;Manual;Sedan;white;3730317
BMW;3 Series;2017;127472.0;2.2;140.8;4.0;Manual;Sedan;green;3051927
BMW;7 Series;2015;90429.0;3.0;189.0;4.0;Automatic;Sedan;blue;3075108
BMW;3 Series_M;2020;179206.0;3.6;234.0;3.0;Manual;Sedan;red;5261741
BMW;5 Series;2018;138699.0;2.8;187.6;4.0;Automatic;Sedan;black;3482261
BMW;3 Series;2021;194759.0;2.0;134.0;3.0;Automatic;Sedan;blue;3579698
BMW;3 Series;2014;69712.0;2.8;182.0;4.0;Automatic;Sedan;black;3011107
BMW;5 Series_M;2011;18673.0;3.0;198.0;4.0;Manual;Sedan;black;3199961
BMW;7 Series_M;2019;166376.0;3.3;221.1;3.0;Manual;Sedan;red;4957130
BMW;5 Series;2013;53978.0;2.4;160.8;4.0;Automatic;Sedan;blue;2673330
BMW;3 Series_M;2011;18108.0;3.2;208.0;4.0;Automatic;Sedan;black;3267579
BMW;X3;2016;108405.0;2.1;140.7;4.0;Automatic;SUV;green;3640131
BMW;5 Series_M;2022;219823.0;3.0;189.0;3.0;Manual;Sedan;red;5483034
BMW;5 Series;2018;147491.0;2.0;134.0;3.0;Automatic;Sedan;blue;3144563
BMW;3 Series;2021;202503.0;2.6;163.8;3.0;Automatic;Sedan;red;3689114
BMW;3 Series_M;2016;108666.0;3.3;221.1;;Manual;Sedan;black;4332105
BMW;7 Series_M;2014;70986.0;3.1;207.7;4.0;Manual;Sedan;green;3941804
BMW;X7;2022;214475.0;2.2;140.8;3.0;Automatic;SUV;red;4694309
BMW;X3;2021;204945.0;2.9;188.5;2.0;Automatic;SUV;white;4698891
BMW;X3_M;2019;166596.0;3.5;234.5;3.0;Automatic;SUV;white;6118637
BMW;7 Series;2019;166339.0;2.7;175.5;4.0;Automatic;Sedan;red;3490487
BMW;X7_M;2010;5000.0;3.5;224.0;4.0;Automatic;SUV;black;3432147
BMW;7 Series_M;2014;70533.0;3.2;211.2;;Manual;Sedan;blue;3883403
BMW;X7;2012;37441.0;2.2;138.6;4.0;Automatic;SUV;blue;2894581
BMW;7 Series;2011;17991.0;2.4;156.0;4.0;Manual;Sedan;green;2476142
BMW;X3;2016;103931.0;2.7;170.1;4.0;Automatic;SUV;white;3785290
BMW;X3_M;2014;73200.0;3.2;201.6;4.0;Automatic;SUV;green;4589904
BMW;5 Series;2014;69070.0;3.2;204.8;4.0;Automatic;Sedan;red;3073587
BMW;7 Series_M;2011;18874.0;3.2;201.6;4.0;Automatic;Sedan;blue;3186535
BMW;X3;2022;220134.0;2.2;138.6;3.0;Automatic;SUV;black;4626050
BMW;7 Series_M;2012;35684.0;3.1;201.5;4.0;Automatic;Sedan;blue;3415420
BMW;X3;2020;179772.0;2.2;147.4;2.0;Automatic;SUV;blue;4346642
BMW;7 Series;2015;89191.0;2.5;160.0;4.0;Automatic;Sedan;red;2923881
BMW;7 Series;2011;17370.0;2.9;188.5;4.0;Automatic;Sedan;green;2597408
BMW;5 Series;2021;196727.0;2.2;145.2;2.0;Automatic;Sedan;black;3621436
BMW;X3;2019;158965.0;2.1;136.5;4.0;Manual;SUV;blue;4170256
BMW;X5_M;2019;163396.0;3.2;201.6;3.0;Automatic;SUV;blue;5990430
BMW;X5;2019;163401.0;2.1;136.5;4.0;Automatic;SUV;white;4153792
BMW;3 Series;2014;71844.0;2.5;157.5;4.0;Automatic;Sedan;black;2859527
BMW;3 Series;2020;182450.0;2.8;187.6;3.0;Automatic;Sedan;white;3654530
BMW;5 Series_M;2020;181369.0;3.0;189.0;3.0;Automatic;Sedan;white;5065710
BMW;X7_M;2021;198206.0;3.2;208.0;2.0;Manual;SUV;black;6585928
BMW;5 Series_M;2022;221136.0;3.4;227.8;3.0;Automatic;Sedan;red;5644633
BMW;7 Series_M;2018;145626.0;3.1;198.4;3.0;Automatic;Sedan;black;4714910
BMW;X7;2012;37259.0;2.8;176.4;4.0;Automatic;SUV;green;3040202
BMW;5 Series_M;2013;49350.0;3.3;217.8;4.0;Automatic;Sedan;blue;3766531
BMW;X7_M;2011;17558.0;3.1;204.6;4.0;Automatic;SUV;black;3682011
BMW;X5;2011;18015.0;2.4;151.2;4.0;Automatic;SUV;black;2751243
BMW;5 Series_M;2015;92768.0;3.1;195.3;4.0;Manual;Sedan;black;4040442
BMW;5 Series_M;2021;195734.0;2.9;185.6;3.0;Automatic;Sedan;white;5296122
BMW;3 Series;2018;143543.0;1.8;113.4;;Automatic;Sedan;white;3077359
BMW;7 Series;2014;65449.0;2.1;;4.0;Automatic;Sedan;blue;2786606
BMW;3 Series;2022;218389.0;2.6;163.8;3.0;Automatic;Sedan;blue;3745914
BMW;X7;2013;54329.0;2.3;151.8;4.0;Automatic;SUV;red;3177084
BMW;X3_M;2017;125169.0;3.2;208.0;3.0;Automatic;SUV;red;5441845
BMW;7 Series_M;2017;129335.0;3.1;195.3;3.0;Automatic;Sedan;green;4380074
BMW;7 Series_M;2016;110269.0;2.9;191.4;4.0;Automatic;Sedan;white;4245412
BMW;X7;2019;160462.0;2.9;185.6;4.0;Automatic;SUV;white;4460782
BMW;3 Series;2017;124363.0;2.3;147.2;4.0;Automatic;Sedan;green;3168743
BMW;X5_M;2013;51438.0;3.4;214.2;4.0;Automatic;SUV;black;4406910
BMW;7 Series_M;2012;35782.0;3.3;211.2;4.0;Automatic;Sedan;black;3488707
BMW;X7_M;2020;186754.0;3.2;208.0;3.0;Manual;SUV;blue;6209895
BMW;3 Series_M;2013;53014.0;3.4;224.4;4.0;Automatic;Sedan;black;3751182
BMW;X5_M;2017;127035.0;3.4;217.6;3.0;Manual;SUV;blue;5472015
BMW;X7;2012;36519.0;2.0;130.0;4.0;Manual;SUV;black;2840967
BMW;X3;2018;147482.0;3.0;195.0;;Automatic;SUV;black;4236408
BMW;X7_M;2011;18274.0;3.4;224.4;4.0;Automatic;SUV;green;3797636
BMW;5 Series_M;2014;70931.0;3.3;214.5;4.0;Manual;Sedan;green;3890731
BMW;3 Series_M;2021;194655.0;3.1;;2.0;Automatic;Sedan;black;5347103
BMW;3 Series;2015;88138.0;2.3;151.8;4.0;Manual;Sedan;blue;2959499
BMW;7 Series_M;2015;90133.0;3.5;227.5;4.0;Manual;Sedan;blue;4203878
BMW;X5_M;2011;18517.0;3.2;211.2;4.0;Automatic;SUV;black;3732050
BMW;3 Series_M;2014;71401.0;3.2;208.0;4.0;Automatic;Sedan;blue;3854772
BMW;5 Series_M;2011;17413.0;3.0;189.0;4.0;Automatic;Sedan;white;3123393
BMW;7 Series_M;2013;53699.0;3.2;204.8;4.0;Automatic;Sedan;green;3720534
BMW;X3_M;2019;163894.0;3.5;231.0;3.0;Automatic;SUV;white;6120274
BMW;X3_M;2012;36865.0;3.5;224.0;4.0;Manual;SUV;black;4146446
BMW;X7;2012;35677.0;2.8;184.8;4.0;Manual;SUV;black;3094444
BMW;7 Series;2021;203332.0;2.7;175.5;2.0;Automatic;Sedan;green;3670481
BMW;X7;2011;18001.0;3.1;207.7;4.0;Automatic;SUV;black;3053780
BMW;X5_M;2011;19102.0;3.5;234.5;4.0;Automatic;SUV;black;3891133
BMW;7 Series_M;2021;205621.0;3.3;207.9;3.0;Automatic;Sedan;black;5303012
BMW;X5;2014;;2.0;126.0;4.0;Automatic;SUV;white;3205633
BMW;5 Series;2018;148040.0;1.9;125.4;4.0;Automatic;Sedan;green;3117845
BMW;7 Series;2010;5000.0;1.9;123.5;4.0;Automatic;Sedan;blue;2057331
BMW;3 Series;2010;5000.0;2.6;171.6;4.0;Automatic;Sedan;red;2320683
BMW;5 Series_M;2019;161005.0;3.3;221.1;4.0;Automatic;Sedan;red;5001798
BMW;X7;2017;122928.0;1.3;85.8;;Manual;SUV;green;3526656
BMW;X3;2014;73616.0;2.1;138.6;4.0;Automatic;SUV;white;3269611
BMW;X5;2012;37344.0;3.1;204.6;4.0;Automatic;SUV;white;3279659
BMW;X5;2010;5000.0;2.2;143.0;4.0;Automatic;SUV;red;2484032
BMW;X3;2016;107826.0;2.1;134.4;4.0;Automatic;SUV;blue;3636968
BMW;X7_M;2020;180306.0;3.8;250.8;2.0;Automatic;SUV;white;6543159
BMW;X3;2017;131639.0;3.0;189.0;3.0;Manual;SUV;white;3985318
BMW;X3_M;2020;185215.0;3.6;;2.0;Automatic;SUV;white;6399500
BMW;X3;2011;18942.0;2.0;134.0;4.0;Automatic;SUV;red;2677665
BMW;X7_M;2020;176678.0;2.9;185.6;3.0;Automatic;SUV;green;6244067
BMW;5 Series;2013;54158.0;;180.9;4.0;Automatic;Sedan;white;2820333
BMW;X7;2013;53792.0;2.3;154.1;4.0;Manual;SUV;red;3131186
BMW;X7_M;2018;147300.0;3.4;217.6;4.0;Automatic;SUV;black;5745074
BMW;5 Series;2015;87776.0;2.6;169.0;4.0;Automatic;Sedan;red;2982943
BMW;3 Series_M;2015;87757.0;3.5;224.0;4.0;Automatic;Sedan;green;4195779
BMW;5 Series_M;2016;102799.0;3.3;217.8;4.0;Manual;Sedan;green;4435381
BMW;5 Series;2011;17991.0;2.8;187.6;4.0;Manual;Sedan;blue;2598821
BMW;X3;2019;153806.0;2.1;134.4;4.0;Automatic;SUV;red;4210089
BMW;7 Series;2020;179424.0;2.3;154.1;3.0;Automatic;Sedan;red;3533857
BMW;X3_M;2012;35233.0;3.3;214.5;4.0;Automatic;SUV;blue;4079432
BMW;7 Series_M;2015;90081.0;3.5;227.5;4.0;Automatic;Sedan;white;4203997
BMW;7 Series;2011;17419.0;1.6;104.0;4.0;Manual;Sedan;blue;2176177
BMW;X5_M;2016;106464.0;3.1;204.6;4.0;Manual;SUV;red;5201157
BMW;3 Series_M;2014;71349.0;3.1;195.3;4.0;Manual;Sedan;red;3883547
BMW;X3;2010;5000.0;2.4;160.8;4.0;Automatic;SUV;white;2587256
BMW;X3_M;2014;72785.0;3.4;221.0;4.0;Automatic;SUV;white;4615019
BMW;X3;2018;142221.0;2.2;140.8;3.0;Automatic;SUV;white;3981386
BMW;3 Series;2014;74067.0;2.3;154.1;4.0;Manual;Sedan;white;2790301
BMW;X3;2018;147192.0;1.9;121.6;3.0;Manual;SUV;black;3842754
BMW;7 Series_M;2010;5000.0;3.4;217.6;4.0;Automatic;Sedan;red;3058960
BMW;7 Series_M;2011;18429.0;3.5;227.5;4.0;Automatic;Sedan;red;3407757
BMW;7 Series;2011;18314.0;2.3;151.8;4.0;Automatic;Sedan;blue;2395564
BMW;3 Series_M;2013;53874.0;3.3;221.1;4.0;Automatic;Sedan;blue;3799616
BMW;3 Series;2017;127610.0;2.6;171.6;4.0;Automatic;Sedan;green;3249955
BMW;7 Series;2010;5000.0;2.5;157.5;4.0;Automatic;Sedan;white;2302300
BMW;X5_M;2018;136613.0;3.2;204.8;3.0;Automatic;SUV;green;5782075
BMW;X7_M;2021;198822.0;3.5;231.0;2.0;Automatic;SUV;black;6699186
BMW;X7;2018;137239.0;2.4;156.0;4.0;Automatic;SUV;black;4155457
BMW;X3;2016;108591.0;2.1;136.5;4.0;Manual;SUV;blue;3591987
BMW;X5;2018;144122.0;1.3;81.9;3.0;Automatic;SUV;green;3678493
BMW;3 Series;2021;196867.0;2.2;140.8;3.0;Automatic;Sedan;black;3567509
BMW;5 Series;2018;138408.0;3.1;195.3;4.0;Automatic;Sedan;red;3560992
BMW;X7_M;2011;18375.0;3.4;217.6;4.0;Automatic;SUV;green;3780481
BMW;3 Series_M;2021;199704.0;3.4;227.8;3.0;Automatic;Sedan;blue;5421350
BMW;3 Series_M;2018;141812.0;3.2;204.8;4.0;Automatic;Sedan;blue;4736893
BMW;X5_M;2010;5000.0;3.7;247.9;4.0;Automatic;SUV;white;3577624
BMW;X7_M;2015;93240.0;3.2;211.2;4.0;Automatic;SUV;white;4902883
BMW;X5;2021;;2.9;188.5;3.0;Manual;SUV;red;4853553
BMW;X5_M;2012;36013.0;3.2;201.6;4.0;Manual;SUV;blue;3967860
BMW;X5_M;2012;36677.0;3.1;204.6;4.0;Manual;SUV;blue;4038863
BMW;3 Series;2017;120560.0;3.2;208.0;3.0;Automatic;Sedan;black;3473718
BMW;X7;2015;93306.0;2.4;156.0;4.0;Manual;SUV;black;3458206
BMW;X5;2022;214747.0;2.3;151.8;3.0;Manual;SUV;green;4810323
BMW;7 Series_M;2012;34988.0;3.5;220.5;4.0;Manual;Sedan;green;3589532
BMW;X3;2012;37399.0;2.7;180.9;4.0;Manual;SUV;black;3082735
BMW;5 Series;2020;179031.0;2.8;184.8;3.0;Automatic;Sedan;white;3717090
BMW;X5_M;2017;126613.0;3.1;198.4;3.0;Automatic;SUV;red;5384983
BMW;5 Series_M;2018;137561.0;3.2;204.8;4.0;Automatic;Sedan;black;4760252
BMW;X5_M;2018;141103.0;3.3;207.9;3.0;Manual;SUV;white;5733147
BMW;X7;2022;221504.0;3.9;249.6;2.0;Automatic;SUV;black;5215417
BMW;X7_M;2013;52419.0;3.4;227.8;4.0;Automatic;SUV;white;4414099
BMW;5 Series;2019;161286.0;2.3;154.1;3.0;Automatic;Sedan;black;3380022
BMW;3 Series_M;2019;162873.0;3.5;231.0;3.0;Automatic;Sedan;black;5034611
BMW;3 Series;2014;68385.0;2.4;151.2;4.0;Automatic;Sedan;red;2864976
BMW;5 Series;2022;227147.0;3.1;;3.0;Automatic;Sedan;red;3853189
BMW;X3_M;2017;121652.0;3.1;195.3;3.0;Manual;SUV;red;5420202
BMW;3 Series_M;2018;141279.0;3.3;214.5;4.0;Automatic;Sedan;green;4771078
BMW;7 Series_M;2016;110258.0;3.5;220.5;4.0;Automatic;Sedan;blue;4342369
BMW;3 Series;2014;;2.3;151.8;4.0;Automatic;Sedan;blue;2734615
BMW;5 Series;2012;37351.0;1.7;113.9;4.0;Manual;Sedan;white;2290121
BMW;X7;2011;17334.0;1.4;89.6;4.0;Automatic;SUV;blue;2439991
BMW;7 Series;2022;210697.0;2.6;163.8;2.0;Automatic;Sedan;red;3870763
BMW;X3;2019;164022.0;2.3;149.5;3.0;Manual;SUV;black;4193112
BMW;X7;2011;17582.0;2.3;154.1;4.0;Automatic;SUV;white;2835446
BMW;X5;2020;173329.0;2.4;153.6;3.0;Automatic;SUV;black;4488383
BMW;X7;2010;5000.0;2.0;134.0;4.0;Automatic;SUV;green;2417086
BMW;3 Series;2012;32928.0;2.9;191.4;4.0;Automatic;Sedan;blue;2832214
BMW;7 Series_M;2019;162839.0;3.3;207.9;4.0;Automatic;Sedan;white;4932100
BMW;X5;2021;205226.0;2.8;182.0;3.0;Manual;SUV;black;4719436
BMW;7 Series;2018;133582.0;2.2;138.6;3.0;Manual;Sedan;green;3260671
BMW;X5_M;2013;55133.0;3.3;221.1;4.0;Manual;SUV;black;4379799
BMW;5 Series_M;2013;56998.0;3.5;227.5;4.0;Automatic;Sedan;black;3727491
BMW;X3_M;2015;90406.0;3.7;233.1;4.0;Manual;SUV;red;5061394
BMW;X3_M;2021;197932.0;3.6;241.2;3.0;Automatic;SUV;black;6753956
BMW;3 Series;2017;124693.0;2.2;138.6;3.0;Automatic;Sedan;blue;3081685
BMW;X5_M;2017;125753.0;3.1;195.3;4.0;Automatic;SUV;white;5386964
BMW;X5_M;2010;5000.0;;214.2;4.0;Automatic;SUV;black;3400329
BMW;X3;2013;54206.0;2.1;132.3;4.0;Automatic;SUV;black;3054149
BMW;X7;2013;54248.0;1.8;117.0;4.0;Automatic;SUV;blue;2988464
BMW;X3;2014;69897.0;1.2;75.6;;Automatic;SUV;black;2913490
BMW;3 Series;2015;87853.0;2.7;180.9;4.0;Automatic;Sedan;blue;3090746
BMW;X3_M;2010;5000.0;3.4;221.0;4.0;Manual;SUV;white;3447416
BMW;X7;2017;128149.0;1.4;91.0;3.0;Manual;SUV;black;3556659
BMW;7 Series;2018;141515.0;2.9;194.3;4.0;Automatic;Sedan;white;3467160
BMW;X7_M;2020;186460.0;3.2;201.6;3.0;Automatic;SUV;green;6221833
BMW;X5;2016;106267.0;2.5;;4.0;Automatic;SUV;black;3738741
BMW;X7;2019;165411.0;1.8;117.0;3.0;Automatic;SUV;black;4014635
BMW;3 Series_M;2018;142032.0;3.6;241.2;4.0;Manual;Sedan;red;4884129
BMW;3 Series_M;2010;5000.0;3.4;221.0;4.0;Automatic;Sedan;red;3035676
BMW;7 Series;2016;107162.0;1.6;104.0;4.0;Automatic;Sedan;red;2804121
BMW;X3_M;2018;144125.0;3.4;217.6;4.0;Automatic;SUV;green;5782762
BMW;5 Series;2020;180206.0;2.9;185.6;3.0;Automatic;Sedan;white;3648855
BMW;3 Series;2013;56850.0;3.0;192.0;4.0;Automatic;Sedan;black;2833458
BMW;X7_M;2011;18593.0;3.6;241.2;4.0;Manual;SUV;black;3944862
BMW;3 Series;2010;5000.0;2.4;158.4;4.0;Automatic;Sedan;red;2329297
BMW;5 Series_M;2021;197190.0;2.9;191.4;2.0;Manual;Sedan;white;5302203
BMW;5 Series_M;2016;108943.0;3.2;211.2;4.0;Automatic;Sedan;black;4281889
BMW;X7;2016;109978.0;3.4;224.4;4.0;Automatic;SUV;black;4068995
BMW;X3_M;2019;158505.0;3.3;214.5;3.0;Automatic;SUV;green;6126091
BMW;X3;2011;18996.0;2.3;147.2;4.0;Automatic;SUV;blue;2757421
BMW;X7;2022;224930.0;3.1;201.5;2.0;Automatic;SUV;red;4950394
BMW;3 Series_M;2011;18075.0;3.4;227.8;4.0;Automatic;Sedan;white;3361815
BMW;3 Series;2013;52180.0;2.9;194.3;4.0;Automatic;Sedan;green;2884913
BMW;7 Series_M;2013;55502.0;3.1;201.5;4.0;Automatic;Sedan;white;3617851
BMW;X7;2020;175237.0;;175.5;3.0;Manual;SUV;white;4547393
BMW;X5_M;2021;204017.0;3.2;214.4;3.0;Manual;SUV;white;6589663
BMW;X5;2011;18003.0;1.8;118.8;4.0;Automatic;SUV;white;2612174
BMW;3 Series_M;2019;150430.0;2.9;188.5;4.0;Automatic;Sedan;blue;4961928
BMW;X5_M;2018;147186.0;3.5;227.5;4.0;Automatic;SUV;black;5822366
BMW;5 Series_M;2012;34292.0;3.2;201.6;4.0;Automatic;Sedan;blue;3489937
BMW;X7;2012;35423.0;2.1;132.3;4.0;Automatic;SUV;blue;2882425
BMW;X7;2016;108205.0;1.6;102.4;4.0;Automatic;SUV;white;3425400
BMW;3 Series;2013;54039.0;2.4;151.2;4.0;Manual;Sedan;black;2630900
BMW;X3_M;2015;91552.0;3.2;214.4;4.0;Manual;SUV;blue;4892509
BMW;3 Series;2022;211317.0;3.0;195.0;2.0;Automatic;Sedan;red;4039473
BMW;7 Series_M;2016;109505.0;3.2;208.0;4.0;Automatic;Sedan;black;4264117
BMW;X5;2020;193812.0;1.7;108.8;2.0;Automatic;SUV;red;3999252
BMW;X5_M;2011;18094.0;3.4;214.2;4.0;Automatic;SUV;blue;3719807
BMW;X7;2020;184986.0;2.2;147.4;3.0;Manual;SUV;white;4339051
BMW;5 Series;2013;50687.0;2.4;156.0;4.0;Manual;Sedan;blue;2708219
BMW;5 Series;2010;5000.0;2.4;153.6;4.0;Automatic;Sedan;red;2248544
BMW;X5_M;2021;191148.0;3.4;217.6;3.0;Automatic;SUV;red;6687687
BMW;X7_M;2014;72111.0;3.4;214.2;4.0;Automatic;SUV;blue;4613329
BMW;7 Series;2010;5000.0;3.2;204.8;4.0;Automatic;Sedan;red;2522743
BMW;3 Series_M;2022;221799.0;3.2;211.2;3.0;Manual;Sedan;red;5548739
BMW;X3;2013;54160.0;2.3;149.5;4.0;Automatic;SUV;red;3137084
BMW;7 Series;2020;;3.1;;2.0;Manual;Sedan;red;3717671
BMW;7 Series;2014;72058.0;1.9;123.5;4.0;Automatic;Sedan;red;2601686
BMW;X5_M;2012;34374.0;2.8;187.6;4.0;Automatic;SUV;white;3923134
BMW;7 Series;2013;54335.0;2.2;138.6;4.0;Automatic;Sedan;black;2574432
BMW;X7_M;2013;52144.0;3.2;201.6;4.0;Automatic;SUV;red;4340748
BMW;X5_M;2022;217903.0;3.2;214.4;3.0;Automatic;SUV;blue;6901284
BMW;X7;2010;5000.0;2.1;140.7;4.0;Manual;SUV;green;2528324
BMW;7 Series_M;2017;127937.0;3.4;227.8;4.0;Automatic;Sedan;red;4597768
BMW;3 Series;2016;107672.0;2.5;162.5;4.0;Automatic;Sedan;white;3117151
BMW;7 Series;2010;5000.0;2.8;182.0;4.0;Automatic;Sedan;black;2397568
BMW;X5_M;2013;52233.0;4.0;268.0;4.0;Manual;SUV;blue;4633286
BMW;X3;2022;220325.0;2.2;145.2;2.0;Automatic;SUV;black;4646136
BMW;3 Series;2021;199497.0;2.1;136.5;2.0;Automatic;Sedan;black;3493790
BMW;5 Series_M;2013;56583.0;3.3;214.5;4.0;Automatic;Sedan;blue;3698149
BMW;7 Series;2014;74568.0;2.4;151.2;4.0;Automatic;Sedan;green;2765444
BMW;X7;2010;5000.0;3.3;221.1;4.0;Automatic;SUV;white;2875982
BMW;X3;2013;52773.0;2.7;170.1;4.0;Automatic;SUV;green;3212011
BMW;X7;2022;207654.0;2.3;149.5;2.0;Automatic;SUV;red;4789797
BMW;X5_M;2021;190305.0;3.0;189.0;2.0;Automatic;SUV;red;6551059
BMW;5 Series_M;2015;94238.0;3.4;214.2;4.0;Automatic;Sedan;red;4085605
BMW;7 Series;2020;175531.0;2.3;154.1;3.0;Manual;Sedan;white;3607042
BMW;5 Series;2010;5000.0;2.9;182.7;4.0;Automatic;Sedan;white;2455051
BMW;5 Series_M;2010;5000.0;3.1;195.3;4.0;Automatic;Sedan;red;2973432
BMW;5 Series_M;2015;91610.0;3.3;207.9;4.0;Manual;Sedan;blue;4062439
BMW;3 Series;2017;130133.0;2.7;170.1;4.0;Automatic;Sedan;blue;3190866
BMW;7 Series;2021;198566.0;1.3;81.9;2.0;Automatic;Sedan;white;3276461
BMW;5 Series;2010;5000.0;2.3;149.5;4.0;Manual;Sedan;green;2217072
BMW;7 Series_M;2020;177329.0;2.7;170.1;2.0;Automatic;Sedan;blue;5022417
BMW;X7;2018;144546.0;2.5;167.5;4.0;Automatic;SUV;black;4140152
BMW;7 Series_M;2013;54796.0;3.5;;4.0;Automatic;Sedan;black;3699075
BMW;5 Series_M;2022;218851.0;3.7;233.1;3.0;Automatic;Sedan;green;5641197
BMW;X3;2010;5000.0;1.7;113.9;4.0;Automatic;SUV;red;2352171
BMW;7 Series_M;2011;18342.0;2.9;191.4;4.0;Automatic;Sedan;black;3141627
BMW;X7_M;2022;229830.0;3.3;214.5;2.0;Automatic;SUV;red;6784365
BMW;X7;2020;189956.0;2.7;170.1;3.0;Manual;SUV;green;4401656
BMW;3 Series;2021;200392.0;2.3;144.9;2.0;Automatic;Sedan;red;3531765
BMW;7 Series_M;2022;208146.0;3.2;208.0;3.0;Manual;Sedan;green;5689235
BMW;5 Series;2014;73121.0;2.4;153.6;4.0;Automatic;Sedan;red;2764245
BMW;5 Series_M;2018;143608.0;3.5;227.5;4.0;Automatic;Sedan;black;4834571
BMW;5 Series_M;2020;185497.0;3.3;207.9;2.0;Manual;Sedan;red;5093252
BMW;7 Series_M;2011;17498.0;3.2;201.6;4.0;Automatic;Sedan;black;3227814
BMW;3 Series;2017;124887.0;2.6;174.2;4.0;Manual;Sedan;blue;3307639
BMW;X7;2011;17405.0;2.2;138.6;4.0;Automatic;SUV;black;2734092
BMW;X7;2013;52928.0;2.6;163.8;4.0;Automatic;SUV;white;3199538
BMW;3 Series;2010;5000.0;;162.5;4.0;Automatic;Sedan;white;2284894
BMW;3 Series;2018;143640.0;2.5;167.5;3.0;Automatic;Sedan;white;3311632
BMW;X5;2020;180042.0;2.7;180.9;3.0;Automatic;SUV;white;4607668
BMW;X3;2017;126172.0;2.9;182.7;3.0;Automatic;SUV;blue;4004897
BMW;X5_M;2010;5000.0;3.5;227.5;4.0;Manual;SUV;green;3454532
BMW;3 Series_M;2020;180924.0;3.4;221.0;2.0;Automatic;Sedan;black;5205439
BMW;3 Series_M;2022;207980.0;3.6;226.8;;Automatic;Sedan;black;5733162
BMW;X7;2014;70638.0;1.6;104.0;4.0;Automatic;SUV;white;3118163
BMW;7 Series_M;2019;163680.0;3.1;201.5;3.0;Automatic;Sedan;red;4912350
BMW;5 Series;2017;125614.0;2.2;147.4;3.0;Automatic;Sedan;black;3108839
BMW;X5;2018;146824.0;2.6;169.0;3.0;Automatic;SUV;black;4059855
BMW;X5;2019;157763.0;1.5;100.5;4.0;Automatic;SUV;red;3953871
BMW;X7;2021;193809.0;2.7;178.2;3.0;Automatic;SUV;red;4816554
BMW;5 Series;2015;89263.0;2.5;167.5;4.0;Manual;Sedan;black;3039888
BMW;X7;2016;103675.0;2.9;194.3;4.0;Automatic;SUV;white;3994666
BMW;5 Series_M;2019;165383.0;3.1;195.3;3.0;Automatic;Sedan;white;4883408
BMW;X3_M;2011;17293.0;3.5;234.5;4.0;Manual;SUV;green;3902361
BMW;5 Series_M;2010;5000.0;3.2;214.4;4.0;Automatic;Sedan;green;3036690
BMW;X7;2012;35015.0;2.8;184.8;4.0;Manual;SUV;white;3122401
BMW;X3_M;2022;210000.0;3.0;189.0;2.0;Automatic;SUV;blue;6877333
BMW;X5_M;2012;35520.0;3.0;198.0;4.0;Manual;SUV;red;4007040
BMW;X5_M;2021;206234.0;3.5;234.5;2.0;Automatic;SUV;red;6706753
BMW;X3;2016;106909.0;3.4;217.6;4.0;Automatic;SUV;white;4064760
BMW;X7;2013;51985.0;2.3;151.8;4.0;Automatic;SUV;red;3171644
BMW;5 Series_M;2015;87672.0;3.6;234.0;4.0;Automatic;Sedan;green;4270076
BMW;5 Series;2017;127458.0;3.1;201.5;3.0;Automatic;Sedan;white;3443614
BMW;X7;2019;166416.0;2.8;184.8;4.0;Automatic;SUV;blue;4382292
BMW;X3;2022;220782.0;2.7;172.8;2.0;Manual;SUV;blue;4825827
BMW;X5;2021;188712.0;1.8;120.6;3.0;Manual;SUV;black;4476361
BMW;X3;2011;19145.0;3.4;214.2;4.0;Automatic;SUV;red;3081105
BMW;7 Series_M;2015;89036.0;3.3;217.8;4.0;Automatic;Sedan;white;4182766
BMW;X5_M;2011;17553.0;3.0;195.0;4.0;Automatic;SUV;green;3646900
BMW;7 Series_M;2012;36466.0;3.5;231.0;4.0;Automatic;Sedan;black;3554184
BMW;X3_M;2010;5000.0;3.1;201.5;4.0;Automatic;SUV;green;3369596
BMW;X5;2018;146319.0;3.0;201.0;3.0;Automatic;SUV;red;4290946
BMW;X7;2022;208047.0;1.2;75.6;2.0;Automatic;SUV;black;4433994
BMW;X3;2012;37031.0;;118.8;4.0;Automatic;SUV;red;2732360
BMW;3 Series_M;2014;71874.0;3.2;211.2;4.0;Automatic;Sedan;blue;3960008
